שנה ב,Year_2,תרומה,Truma,Shmot,הלכות גוי בשבת,https://he.m.wikisource.org/wiki/%D7%91%D7%90%22%D7%97_%D7%A9%D7%A0%D7%94_%D7%A9%D7%A0%D7%99%D7%99%D7%94_%D7%AA%D7%A8%D7%95%D7%9E%D7%94
שנה ב,Year_2,תצוה,Ttsave,Shmot,הלכות רפואה בשבת - רחיצה בחמין - מוליד ריח,https://he.m.wikisource.org/wiki/%D7%91%D7%90%22%D7%97_%D7%A9%D7%A0%D7%94_%D7%A9%D7%A0%D7%99%D7%99%D7%94_%D7%AA%D7%A6%D7%95%D7%94
שנה ב,Year_2,כי תשא,Kitisa,Shmot,הלכות קשירה ותפירה,https://he.m.wikisource.org/wiki/%D7%91%D7%90%22%D7%97_%D7%A9%D7%A0%D7%94_%D7%A9%D7%A0%D7%99%D7%99%D7%94_%D7%9B%D7%99-%D7%AA%D7%A9%D7%90
שנה ב,Year_2,ויקהל,Vayakhel,Shmot,הלכות בנין וסתירה,https://he.m.wikisource.org/wiki/%D7%91%D7%90%22%D7%97_%D7%A9%D7%A0%D7%94_%D7%A9%D7%A0%D7%99%D7%99%D7%94_%D7%95%D7%99%D7%A7%D7%94%D7%9C
שנה ב,Year_2,פקודי,Pkude,Shmot,הלכות כתיבה - סחיטה - כיבוס - רוקק ברוח,https://he.m.wikisource.org/wiki/%D7%91%D7%90%22%D7%97_%D7%A9%D7%A0%D7%94_%D7%A9%D7%A0%D7%99%D7%99%D7%94_%D7%A4%D7%A7%D7%95%D7%93%D7%99
שנה ב,Year_2,ויקרא,Vayikra,Vayikra,הלכות ראש חודש,https://he.m.wikisource.org/wiki/%D7%91%D7%90%22%D7%97_%D7%A9%D7%A0%D7%94_%D7%A9%D7%A0%D7%99%D7%94_%D7%A4%D7%A8%D7%A9%D7%AA_%D7%95%D7%99%D7%A7%D7%A8%D7%90
שנה ב,Year_2,צו,Tsav,Vayikra,הלכות נדה,https://he.m.wikisource.org/wiki/%D7%91%D7%90%22%D7%97_%D7%A9%D7%A0%D7%94_%D7%A9%D7%A0%D7%99%D7%94_%D7%A4%D7%A8%D7%A9%D7%AA_%D7%A6%D7%95
שנה ב,Year_2,שמיני,Shmini,Vayikra,הלכות טבילה - הלכות חלה,https://he.m.wikisource.org/wiki/%D7%91%D7%90%22%D7%97_%D7%A9%D7%A0%D7%94_%D7%A9%D7%A0%D7%99%D7%94_%D7%A4%D7%A8%D7%A9%D7%AA_%D7%A9%D7%9E%D7%99%D7%A0%D7%99
שנה ב,Year_2,תזריע,Tazria,Vayikra,הלכות טריפות - גיד הנשה - אותו ואת בנו,https://he.m.wikisource.org/wiki/%D7%91%D7%90%22%D7%97_%D7%A9%D7%A0%D7%94_%D7%A9%D7%A0%D7%99%D7%94_%D7%A4%D7%A8%D7%A9%D7%AA_%D7%AA%D7%96%D7%A8%D7%99%D7%A2
שנה ב,Year_2,מצרע,Mtsora,Vayikra,הלכות דם,https://he.m.wikisource.org/wiki/%D7%91%D7%90%22%D7%97_%D7%A9%D7%A0%D7%94_%D7%A9%D7%A0%D7%99%D7%94_%D7%A4%D7%A8%D7%A9%D7%AA_%D7%98%D7%94%D7%A8%D7%95%D7%AA
שנה ב,Year_2,אחרי מות,Aharemot,Vayikra,הלכות מליחה,https://he.m.wikisource.org/wiki/%D7%91%D7%90%22%D7%97_%D7%A9%D7%A0%D7%94_%D7%A9%D7%A0%D7%99%D7%94_%D7%A4%D7%A8%D7%A9%D7%AA_%D7%90%D7%97%D7%A8%D7%99
שנה ב,Year_2,קדושים,Kdoshim,Vayikra,המשך הלכות מליחה,https://he.m.wikisource.org/wiki/%D7%91%D7%90%22%D7%97_%D7%A9%D7%A0%D7%94_%D7%A9%D7%A0%D7%99%D7%94_%D7%A4%D7%A8%D7%A9%D7%AA_%D7%A7%D7%93%D7%95%D7%A9%D7%99%D7%9D
שנה ב,Year_2,אמור,Emor,Vayikra,הלכות היוצא מן הטמא - סימנו עוף ודגים,https://he.m.wikisource.org/wiki/%D7%91%D7%90%22%D7%97_%D7%A9%D7%A0%D7%94_%D7%A9%D7%A0%D7%99%D7%94_%D7%A4%D7%A8%D7%A9%D7%AA_%D7%90%D7%9E%D7%95%D7%A8
שנה ב,Year_2,בהר בחקתי,Bhar_Bhukotay,Vayikra,הלכות היוצא מן הטמא וביצים,https://he.m.wikisource.org/wiki/%D7%91%D7%90%22%D7%97_%D7%A9%D7%A0%D7%94_%D7%A9%D7%A0%D7%99%D7%94_%D7%A4%D7%A8%D7%A9%D7%AA_%D7%91%D7%94%D7%A8-%D7%91%D7%97%D7%A7%D7%AA%D7%99
שנה ב,Year_2,נשא,Naso,Bamidbar,הלכות שרצים ותולעים,https://he.m.wikisource.org/wiki/%D7%91%D7%90%22%D7%97_%D7%A9%D7%A0%D7%94_%D7%A9%D7%A0%D7%99%D7%99%D7%94_%D7%A0%D7%A9%D7%90
שנה ב,Year_2,בהעלתך,Bhaalotkha,Bamidbar,הלכות בשר בחלב,https://he.m.wikisource.org/wiki/%D7%91%D7%90%22%D7%97_%D7%A9%D7%A0%D7%94_%D7%A9%D7%A0%D7%99%D7%99%D7%94_%D7%91%D7%94%D7%A2%D7%9C%D7%95%D7%AA%D7%9A
שנה ב,Year_2,שלח לך,Shlahlkha,Bamidbar,הלכות הכשרת כחל - בשר בחלב - לישת עיסה בחלב,https://he.m.wikisource.org/wiki/%D7%91%D7%90%22%D7%97_%D7%A9%D7%A0%D7%94_%D7%A9%D7%A0%D7%99%D7%99%D7%94_%D7%A9%D7%9C%D7%97
שנה ב,Year_2,קרח,Korah,Bamidbar,הלכות תערובות,https://he.m.wikisource.org/wiki/%D7%91%D7%90%22%D7%97_%D7%A9%D7%A0%D7%94_%D7%A9%D7%A0%D7%99%D7%99%D7%94_%D7%A7%D7%A8%D7%97
