שנה ב,Year_2,חוקת,Hukat,Bamidbar,הלכות מאכלי גויים,https://he.m.wikisource.org/wiki/%D7%91%D7%90%22%D7%97_%D7%A9%D7%A0%D7%94_%D7%A9%D7%A0%D7%99%D7%99%D7%94_%D7%97%D7%95%D7%A7%D7%AA
שנה ב,Year_2,בלק,Balak,Bamidbar,הלכות יין נסך,https://he.m.wikisource.org/wiki/%D7%91%D7%90%22%D7%97_%D7%A9%D7%A0%D7%94_%D7%A9%D7%A0%D7%99%D7%99%D7%94_%D7%91%D7%9C%D7%A7
שנה ב,Year_2,פינחס,Pinhas,Bamidbar,הלכות מעקה ודברים שמזיקים לגוף,https://he.m.wikisource.org/wiki/%D7%91%D7%90%22%D7%97_%D7%A9%D7%A0%D7%94_%D7%A9%D7%A0%D7%99%D7%99%D7%94_%D7%A4%D7%99%D7%A0%D7%97%D7%A1
שנה ב,Year_2,מטות,Matot,Bamidbar,הלכות טבילת כלים,https://he.m.wikisource.org/wiki/%D7%91%D7%90%22%D7%97_%D7%A9%D7%A0%D7%94_%D7%A9%D7%A0%D7%99%D7%99%D7%94_%D7%9E%D7%98%D7%95%D7%AA
שנה ב,Year_2,מסעי,Mase,Bamidbar,הלכות עבודה זרה,https://he.m.wikisource.org/wiki/%D7%91%D7%90%22%D7%97_%D7%A9%D7%A0%D7%94_%D7%A9%D7%A0%D7%99%D7%99%D7%94_%D7%9E%D7%A1%D7%A2%D7%99
שנה ב,Year_2,ואתחנן,Vaethanan,Dvarim,הלכות ריבית,https://he.m.wikisource.org/wiki/%D7%91%D7%90%22%D7%97_%D7%A9%D7%A0%D7%94_%D7%A9%D7%A0%D7%99%D7%99%D7%94_%D7%A4%D7%A8%D7%A9%D7%AA_%D7%95%D7%90%D7%AA%D7%97%D7%A0%D7%9F
שנה ב,Year_2,עקב,Ekev,Dvarim,המשך הלכות ריבית,https://he.m.wikisource.org/wiki/%D7%91%D7%90%22%D7%97_%D7%A9%D7%A0%D7%94_%D7%A9%D7%A0%D7%99%D7%99%D7%94_%D7%A4%D7%A8%D7%A9%D7%AA_%D7%A2%D7%A7%D7%91
שנה ב,Year_2,ראה,Ree,Dvarim,הלכות נדרים ושבועות,https://he.m.wikisource.org/wiki/%D7%91%D7%90%22%D7%97_%D7%A9%D7%A0%D7%94_%D7%A9%D7%A0%D7%99%D7%99%D7%94_%D7%A4%D7%A8%D7%A9%D7%AA_%D7%A8%D7%90%D7%94
שנה ב,Year_2,שופטים,Shoftim,Dvarim,הלכות כיבוד אב ואם,https://he.m.wikisource.org/wiki/%D7%91%D7%90%22%D7%97_%D7%A9%D7%A0%D7%94_%D7%A9%D7%A0%D7%99%D7%99%D7%94_%D7%A4%D7%A8%D7%A9%D7%AA_%D7%A9%D7%95%D7%A4%D7%98%D7%99%D7%9D
שנה ב,Year_2,כי תצא,Kitetse,Dvarim,הלכות כיבוד רבו ותלמיד-חכם,https://he.m.wikisource.org/wiki/%D7%91%D7%90%22%D7%97_%D7%A9%D7%A0%D7%94_%D7%A9%D7%A0%D7%99%D7%99%D7%94_%D7%A4%D7%A8%D7%A9%D7%AA_%D7%9B%D7%99_%D7%AA%D7%A6%D7%90
שנה ב,Year_2,כי תבוא,Kitavo,Dvarim,הלכות מזוזה ,https://he.m.wikisource.org/wiki/%D7%91%D7%90%22%D7%97_%D7%A9%D7%A0%D7%94_%D7%A9%D7%A0%D7%99%D7%99%D7%94_%D7%A4%D7%A8%D7%A9%D7%AA_%D7%9B%D7%99_%D7%AA%D7%91%D7%95%D7%90
